No,words,transliteration,chinese,example sentence
1265,permit,/pəˈmɪt/ /ˈpɜːmɪt/,v. 允许 n. 许可证,You need a work permit.
1266,spanning,/ˈspænɪŋ/,n./adj. 跨越；持续的,A bridge spanning the river.
1267,as for,/æz fɔː(r)/,至于；关于,"As for me, I prefer tea."
1268,disaster,/dɪˈzɑːstə(r)/,n. 灾难,The flood was a terrible disaster.
1269,celebration,/ˌselɪˈbreɪʃn/,n. 庆祝,We held a birthday celebration.
1270,withdraw,/wɪðˈdrɔː/,v. 撤回；提取,He withdrew money from the bank.
1271,excursion,/ɪkˈskɜːʃn/,n. 短途旅行,We went on a school excursion.
1272,discover,/dɪˈskʌvə(r)/,v. 发现,Columbus discovered America.
1273,foreseeable,/fɔːˈsiːəbl/,adj. 可预见的,No changes in the foreseeable future.
1274,rigid,/ˈrɪdʒɪd/,adj. 严格的；僵硬的,The rules are too rigid.
1275,consignment,/kənˈsaɪnmənt/,n. 托运；寄售,The consignment arrived safely.
1276,elaborate,/ɪˈlæbərət/ /ɪˈlæbəreɪt/,adj. 详尽的 v. 详细说明,Please elaborate your plan.
1277,place of origin,/pleɪs ɒv ˈɒrɪdʒɪn/,n. 原产地,Please mark the place of origin.
1278,conflict,/ˈkɒnflɪkt/ /kənˈflɪkt/,n. 冲突 v. 抵触,There is a conflict of interest.
1279,continuous,/kənˈtɪnjuəs/,adj. 连续的,Continuous rain caused floods.
1280,vent,/vent/,n. 通风口 v. 发泄,Open the window to vent the room.
1281,compensation,/ˌkɒmpenˈseɪʃn/,n. 赔偿；补偿,He got compensation for the injury.
1282,reputation,/ˌrepjuˈteɪʃn/,n. 名声；声誉,The company has a good reputation.
1283,category,/ˈkætəɡəri/,n. 类别；种类,Books are sorted by category.
1284,outlet,/ˈaʊtlet/,n. 出口；折扣店,Buy clothes at a factory outlet.
1285,credit,/ˈkredɪt/,n. 信用；信贷,Pay by credit card.
1286,demonstration,/ˌdemənˈstreɪʃn/,n. 演示；示威,A product demonstration.
1287,comprehensive,/ˌkɒmprɪˈhensɪv/,adj. 综合的；全面的,We did a comprehensive survey.
1288,overbook,/ˌəʊvəˈbʊk/,v. 超额预订,The flight was overbooked.
1289,decline,/dɪˈklaɪn/,v./n. 下降；拒绝,He declined the invitation.
1290,criticize,/ˈkrɪtɪsaɪz/,v. 批评,Don’t criticize him too harshly.
1291,virus,/ˈvaɪrəs/,n. 病毒,The computer caught a virus.
1292,file,/faɪl/,n. 文件 v. 归档,Save the file on your desktop.
1293,concur,/kənˈkɜː(r)/,v. 同意；一致,I concur with your opinion.
1294,free trade,/friː treɪd/,n. 自由贸易,They signed a free trade agreement.
1295,burst,/bɜːst/,v./n. 爆发；爆裂,The balloon burst with a bang.
1296,local,/ˈləʊkl/,adj. 当地的,Buy local fruits and vegetables.
1297,robust,/rəʊˈbʌst/,adj. 强劲的；结实的,The economy has robust growth.
1298,outline,/ˈaʊtlaɪn/,n. 大纲 v. 概述,Make an outline of your essay.
1299,complicate,/ˈkɒmplɪkeɪt/,v. 使复杂化,Don’t complicate the problem.
1300,lottery,/ˈlɒtəri/,n. 彩票；抽奖,He bought a lottery ticket.
1301,brochure,/ˈbrəʊʃə(r)/,n. 小册子,Read the travel brochure.
1302,discontinue,/ˌdɪskənˈtɪnjuː/,v. 停止；终止,They discontinued the old model.
1303,potential,/pəˈtenʃl/,adj./n. 潜在的；潜力,She has great potential.
1304,avoid,/əˈvɔɪd/,v. 避免,Avoid making the same mistake.
1305,soft drink,/sɒft drɪŋk/,n. 软饮料；不含酒精饮料,I’d like a soft drink.
1306,direct,/dəˈrekt/,adj. 直接的 v. 指导,Take the direct train.
1307,pastime,/ˈpɑːstaɪm/,n. 消遣；娱乐,Reading is my favorite pastime.
1308,arrange,/əˈreɪndʒ/,v. 安排；整理,I will arrange a meeting.
1309,tow,/təʊ/,v./n. 拖；牵引,The truck will tow the broken car.
1310,fluent,/ˈfluːənt/,adj. 流利的,He is fluent in English.
1311,nuclear waste,/ˈnjuːkliə(r) weɪst/,n. 核废料,Dispose of nuclear waste safely.
1312,diminish,/dɪˈmɪnɪʃ/,v. 减少；削弱,His strength began to diminish.
1313,forum,/ˈfɔːrəm/,n. 论坛；讨论会,We discussed the issue at the forum.
1314,reflect,/rɪˈflekt/,v. 反射；反映；思考,The mirror reflects light.
1315,oblige,/əˈblaɪdʒ/,v. 迫使；施恩惠,Circumstances oblige me to leave.
1316,sculpture,/ˈskʌlptʃə(r)/,n. 雕塑；雕像,This is a famous stone sculpture.
1317,replacement,/rɪˈpleɪsmənt/,n. 更换；替代品,We need a replacement for the broken part.
1318,texture,/ˈtekstʃə(r)/,n. 质地；纹理,The cloth has a smooth texture.
1319,extend,/ɪkˈstend/,v. 延伸；延长,We extend the deadline by one week.
1320,rate,/reɪt/,n. 比率；速度；费率,The interest rate is low.
1321,tax exemption,/tæks ɪɡˈzempʃn/,n. 免税,Charities enjoy tax exemption.
1322,staff,/stɑːf/,n. 全体员工；职员,The company has 50 staff members.
1323,persuade,/pəˈsweɪd/,v. 说服；劝说,I persuaded him to join us.
1324,innovation,/ˌɪnəˈveɪʃn/,n. 创新；革新,Technical innovation boosts productivity.
1325,summit,/ˈsʌmɪt/,n. 峰会；山顶,Leaders attended the international summit.
1326,ignition,/ɪɡˈnɪʃn/,n. 点火；点火装置,Turn the key to start the ignition.
1327,fatigue,/fəˈtiːɡ/,n. 疲劳 v. 使疲惫,Physical fatigue affects work.
1328,oil refinery,/ɔɪl rɪˈfaɪnəri/,n. 炼油厂,They work at an oil refinery.
1329,paddle,/ˈpædl/,n. 桨 v. 划桨,He used a paddle to row the boat.
1330,on business,/ɒn ˈbɪznəs/,出差,He is away on business.
1331,pull together,/pʊl təˈɡeðə(r)/,齐心协力,Let’s pull together to finish the task.
1332,regulation,/ˌreɡjuˈleɪʃn/,n. 规则；管理,Follow the traffic regulation.
1333,call off,/kɔːl ɒf/,取消,They called off the match due to rain.
1334,spending,/ˈspendɪŋ/,n. 开支；消费,Control government spending.
1335,nourish,/ˈnʌrɪʃ/,v. 滋养；养育,Milk can nourish your body.
1336,refresh,/rɪˈfreʃ/,v. 使恢复精力；刷新,A shower will refresh you.
1337,ornament,/ˈɔːnəmənt/,n. 装饰品,The clock is a nice ornament.
1338,ecology,/iˈkɒlədʒi/,n. 生态；生态学,Protect the natural ecology.
1339,take up,/teɪk ʌp/,占据；开始从事,The desk takes up much space.
1340,conclusive,/kənˈkluːsɪv/,adj. 决定性的；确凿的,We have conclusive evidence.
1341,operating room,/ˈɒpəreɪtɪŋ ruːm/,n. 手术室,The doctor is in the operating room.
1342,courtesy,/ˈkɜːtəsi/,n. 礼貌；好意,He treated us with great courtesy.
1343,spare,/speə(r)/,adj. 多余的 v. 抽出,I have no spare time today.
1344,approval,/əˈpruːvl/,n. 批准；认可,The plan won official approval.
1345,residence,/ˈrezɪdəns/,n. 住宅；居住,This is his official residence.
1346,aircraft,/ˈeəkrɑːft/,n. 飞机；航空器,The aircraft landed safely.
1347,stature,/ˈstætʃə(r)/,n. 身高；声望,He is a man of tall stature.
1348,indict,/ɪnˈdaɪt/,v. 控告；起诉,The court will indict the suspect.
1349,minimum,/ˈmɪnɪməm/,n./adj. 最小值（的）,The minimum age is 18.
1350,dialect,/ˈdaɪəlekt/,n. 方言,He speaks a local dialect.
1351,insolvent,/ɪnˈsɒlvənt/,adj. 无力偿债的；破产的,The company became insolvent.
1352,reward,/rɪˈwɔːd/,n./v. 奖励；报酬,He got a reward for his honesty.
1353,apparatus,/ˌæpəˈreɪtəs/,n. 仪器；设备,Medical apparatus is very precise.
1354,bureau,/ˈbjʊərəʊ/,n. 局；办事处,He works at the tourism bureau.
1355,crude,/kruːd/,adj. 天然的；粗糙的,Crude oil is imported from abroad.
1356,delivery,/dɪˈlɪvəri/,n. 递送；交付,The delivery will arrive tomorrow.
1357,route,/ruːt/,n. 路线；航线,This is the shortest route.
1358,astonishingly,/əˈstɒnɪʃɪŋli/,adv. 惊人地,He ran astonishingly fast.
1359,balance,/ˈbæləns/,n./v. 平衡；余额,Keep a balance between work and life.
1360,satisfy,/ˈsætɪsfaɪ/,v. 满足；使满意,We satisfy customers’ needs.
1361,dreadful,/ˈdredfl/,adj. 可怕的；糟糕的,The weather is dreadful today.
1362,omit,/əˈmɪt/,v. 省略；遗漏,Don’t omit any important details.
1363,remuneration,/rɪˌmjuːnəˈreɪʃn/,n. 报酬；薪酬,He receives high remuneration.
1364,hangover,/ˈhæŋəʊvə(r)/,n. 宿醉,He had a bad hangover this morning.
1365,inevitable,/ɪˈevɪtəbl/,adj. 不可避免的,Failure is inevitable sometimes.
1366,layover,/ˈleɪəʊvə(r)/,n. 中途停留,We have a one-hour layover in Paris.
1367,council,/ˈkaʊnsl/,n. 委员会；理事会,The city council approved the plan.
1368,collision,/kəˈlɪʒn/,n. 碰撞；冲突,A car collision happened on the road.
1369,deplane,/diːˈpleɪn/,v. 下飞机,Passengers began to deplane.
1370,sturdy,/ˈstɜːdi/,adj. 结实的；坚固的,The table is very sturdy.
1371,warehouse,/ˈweəhaʊs/,n. 仓库,Goods are stored in the warehouse.
1372,narrow down,/ˈnærəʊ daʊn/,缩小范围,We narrow down the candidates.
1373,flame,/fleɪm/,n. 火焰,The flame burned brightly.
1374,valid,/ˈvælɪd/,adj. 有效的；合法的,Your passport is valid for five years.
1375,headline,/ˈhedlaɪn/,n. 头条新闻,The story made newspaper headlines.
1376,contribution,/ˌkɒntrɪˈbjuːʃn/,n. 贡献；捐款,He made a great contribution.
1377,abnormal,/æbˈnɔːml/,adj. 异常的,His behavior is abnormal.
1378,shareholder,/ˈʃeəhəʊldə(r)/,n. 股东,The shareholder attended the meeting.
1379,confine,/kənˈfaɪn/,v. 限制；禁闭,Confine your speech to 5 minutes.
1380,entail,/ɪnˈteɪl/,v. 牵涉；需要,The job entails much responsibility.
1381,community,/kəˈmjuːnəti/,n. 社区；团体,We live in a peaceful community.
1382,yield,/jiːld/,v. 出产；屈服 n. 产量,The land yields good crops.
1383,swipe,/swaɪp/,v. 刷（卡）；猛击,Swipe your card to enter.
1384,miscellaneous,/ˌmɪsəˈleɪniəs/,adj. 各种各样的；杂项,There are miscellaneous expenses.
1385,offer,/ˈɒfə(r)/,v./n. 提供；报价,They offer a good salary.
1386,provoke,/prəˈvəʊk/,v. 激怒；激起,Don’t provoke his anger.
1387,substitute,/ˈsʌbstɪtjuːt/,n./v. 代替；替代品,Honey is a substitute for sugar.
1388,fee,/fiː/,n. 费用；酬金,Pay the registration fee.
1389,in comparison with,/ɪn kəmˈpærɪsn wɪð/,与……相比,He is tall in comparison with his brother.
1390,misuse,/ˌmɪsˈjuːz/,v. 误用；滥用,Do not misuse the equipment.
1391,impress,/ɪmˈpres/,v. 给……留下深刻印象,His speech impressed the audience.
1392,brief,/briːf/,adj. 简短的 v. 简要介绍,Please give a brief report.
1393,full coverage,/fʊl ˈkʌvərɪdʒ/,n. 全额承保；全面报道,The insurance offers full coverage.
1394,electronics,/ɪˌlekˈtrɒnɪks/,n. 电子产品；电子学,He sells mobile electronics.
1395,adopt,/əˈdɒpt/,v. 采用；收养,We adopt a new method.
1396,crave,/kreɪv/,v. 渴望；热望,I crave a cup of hot coffee.
1397,official,/əˈfɪʃl/,adj. 官方的 n. 官员,This is an official statement.
1398,thoughtful,/ˈθɔːtfl/,adj. 体贴的；深思的,It was very thoughtful of you.
1399,forfeit,/ˈfɔːfɪt/,v. 丧失；放弃 n. 罚金,He will forfeit his right.
1400,connect,/kəˈnekt/,v. 连接；联系,Connect the printer to the computer.
1401,consume,/kənˈsjuːm/,v. 消耗；消费,People consume much energy daily.
1402,electric,/ɪˈlektrɪk/,adj. 电的；电动的,This is an electric car.
1403,tentative,/ˈtentətɪv/,adj. 暂定的；试探性的,We made a tentative plan.
1404,superb,/suːˈpɜːb/,adj. 极好的；卓越的,The food here is superb.
1405,exposition,/ˌekspəˈzɪʃn/,n. 博览会；阐述,An international trade exposition.
1406,physician,/fɪˈzɪʃn/,n. 内科医生；医师,The physician examined the patient.
1407,committee,/kəˈmɪti/,n. 委员会,The committee voted on the bill.
1408,senior,/ˈsiːniə(r)/,adj. 资深的；年长的,He is a senior manager.
1409,obesity,/əʊˈbiːsəti/,n. 肥胖,Lack of exercise leads to obesity.
1410,flight,/flaɪt/,n. 航班；飞行,My flight departs at 9 a.m.
1411,entry,/ˈentri/,n. 进入；入口；条目,No entry without permission.
1412,structure,/ˈstrʌktʃə(r)/,n. 结构；构造,The building has a strong structure.
1413,trauma,/ˈtrɔːmə/,n. 创伤；精神损伤,The accident left him a deep trauma.
1414,vast,/vɑːst/,adj. 巨大的；广阔的,The world has vast natural resources.
1415,dignitary,/ˈdɪɡnətri/,n. 高官；显贵,The dignitary attended the ceremony.
1416,humidity,/hjuːˈmɪdəti/,n. 湿度；潮湿,High humidity makes people uncomfortable.
1417,ownership,/ˈəʊnəʃɪp/,n. 所有权,He has full ownership of the house.
1418,province,/ˈprɒvɪns/,n. 省,He lives in a southern province.
1419,merchant,/ˈmɜːtʃənt/,n. 商人；批发商,The merchant trades in tea and silk.
1420,intact,/ɪnˈtækt/,adj. 完整的；完好无损的,The box arrived intact.
1421,firstly,/ˈfɜːstli/,adv. 首先；第一,"Firstly, we need to make a plan."
1422,inform,/ɪnˈfɔːm/,v. 通知；告知,Please inform him of the change.
1423,coral,/ˈkɒrəl/,n. 珊瑚,The sea is full of colorful coral.
1424,aspect,/ˈæspekt/,n. 方面；外观,We considered every aspect of the plan.
1425,postmark,/ˈpəʊstmɑːk/,n. 邮戳 v. 盖邮戳,The letter has a London postmark.
1426,certain,/ˈsɜːtn/,adj. 肯定的；某个,I am certain of his success.
1427,need,/niːd/,v./n. 需要；必需,We need more time to finish.
1428,coarse,/kɔːs/,adj. 粗糙的；粗劣的,The cloth has a coarse texture.
1429,attraction,/əˈtrækʃn/,n. 吸引力；景点,The park is a popular tourist attraction.
1430,lucrative,/ˈluːkrətɪv/,adj. 获利多的；赚钱的,It is a lucrative business.
1431,exchange,/ɪksˈtʃeɪndʒ/,v./n. 交换；兑换,They exchange gifts at Christmas.
1432,in the face of,/ɪn ðə feɪs ɒv/,面对；尽管,He stayed calm in the face of danger.
1433,ministry,/ˈmɪnɪstri/,n. （政府的）部,The ministry of education issued a notice.
1434,reorganize,/riˈɔːɡənaɪz/,v. 重组；重新组织,We plan to reorganize the team.
1435,newsstand,/ˈnjuːzstænd/,n. 报摊；报刊亭,I bought a magazine at the newsstand.
1436,architect,/ˈɑːkɪtekt/,n. 建筑师,The architect designed the skyscraper.
1437,medicine,/ˈmedsn/,n. 药；医学,Take medicine three times a day.
1438,diversify,/daɪˈvɜːsɪfaɪ/,v. 多样化；使多元化,We diversify our investment.
1439,noteworthy,/ˈnəʊtwɜːði/,adj. 值得注意的；显著的,This is a noteworthy achievement.
1440,communicate,/kəˈmjuːnɪkeɪt/,v. 交流；沟通,We communicate with each other daily.
1441,extinction,/ɪkˈstɪŋkʃn/,n. 灭绝；消亡,Many animals face extinction.
1442,trend,/trend/,n. 趋势；倾向,This is the latest fashion trend.
1443,verify,/ˈverɪfaɪ/,v. 核实；验证,Please verify your personal information.
1444,accordingly,/əˈkɔːdɪŋli/,adv. 因此；相应地,Please act accordingly.
1445,certificate,/səˈtɪfɪkət/,n. 证书；证明,He got a graduation certificate.
1446,emergency,/iˈmɜːdʒənsi/,n. 紧急情况,Call 110 in an emergency.
1447,regrettably,/rɪˈɡretəbli/,adv. 遗憾地；可惜地,"Regrettably, we cannot accept your offer."
1448,upheaval,/ʌpˈhiːvl/,n. 剧变；动乱,The country went through political upheaval.
1449,device,/dɪˈvaɪs/,n. 装置；设备,This is a smart electronic device.
1450,merge,/mɜːdʒ/,v. 合并；融合,The two companies plan to merge.
1451,despair,/dɪˈspeə(r)/,n./v. 绝望；丧失信心,He fell into despair after failure.
1452,seasoning,/ˈsiːzənɪŋ/,n. 调味品；佐料,Add some seasoning to the soup.
1453,cordial,/ˈkɔːdiəl/,adj. 热情友好的；真诚的,We received a cordial welcome.
1454,disregard,/ˌdɪsrɪˈɡɑːd/,v./n. 忽视；不理会,Do not disregard the safety rules.
1455,in brief,/ɪn briːf/,简言之；总之,"In brief, the plan is successful."
1456,forge,/fɔːdʒ/,v. 锻造；伪造；建立,They forge a strong partnership.
1457,instant,/ˈɪnstənt/,adj. 立即的；速食的,I had an instant noodle for lunch.
1458,laundry,/ˈlɔːndri/,n. 洗衣店；待洗衣物,I will do the laundry this weekend.
1459,instinct,/ˈɪnstɪŋkt/,n. 本能；直觉,Birds fly south by instinct.
1460,mobile,/ˈməʊbaɪl/,adj. 可移动的；流动的,He uses a mobile phone every day.
1461,understand,/ˌʌndəˈstænd/,v. 理解；明白,I fully understand your situation.
1462,confront,/kənˈfrʌnt/,v. 面对；遭遇,We must confront the difficulty bravely.
1463,preside,/prɪˈzaɪd/,v. 主持；担任主席,He will preside over the meeting.
1464,evacuate,/ɪˈvækjueɪt/,v. 疏散；撤离,People evacuate the building quickly.
1465,involve,/ɪnˈvɒlv/,v. 包含；使参与,The job involves frequent travel.
1466,parking lot,/ˈpɑːkɪŋ lɒt/,n. 停车场,The car is in the parking lot.
1467,integrity,/ɪnˈteɡrəti/,n. 正直；完整；诚信,He is a man of integrity.
1468,decorate,/ˈdekəreɪt/,v. 装饰；装修,We decorate the house for Christmas.
1469,waterway,/ˈwɔːtəweɪ/,n. 水路；航道,The canal is an important waterway.
1470,mortgage,/ˈmɔːɡɪdʒ/,n./v. 抵押；按揭,He bought a house on mortgage.
1471,confirm,/kənˈfɜːm/,v. 确认；证实,Please confirm your reservation.
1472,software,/ˈsɒftweə(r)/,n. 软件,This is a new computer software.
1473,buy into,/baɪ ˈɪntu/,相信；接受；入股,I don’t buy into his excuse.
1474,unjust,/ˌʌnˈdʒʌst/,adj. 不公正的；非正义的,It is an unjust decision.
1475,contribute,/kənˈtrɪbjuːt/,v. 贡献；捐献,He contributes to charity regularly.
1476,maximum,/ˈmæksɪməm/,n./adj. 最大值（的）,The maximum speed is 120 km/h.
1477,free from,/friː frəm/,免于；不受……影响,The area is free from pollution.
1478,commuter,/kəˈmjuːtə(r)/,n. 通勤者,He is a daily commuter to the city.
1479,proximity,/prɒkˈsɪməti/,n. 接近；邻近,The house is in proximity to the station.
1480,electronic,/ɪˌlekˈtrɒnɪk/,adj. 电子的,This is an electronic dictionary.
1481,incentive,/ɪnˈsentɪv/,n. 激励；奖励,Money is a good incentive to work hard.
1482,runway,/ˈrʌnweɪ/,n. 跑道,The plane landed on the runway.
1483,resulting,/rɪˈzʌltɪŋ/,adj. 作为结果的,The resulting loss is huge.
1484,alter,/ˈɔːltə(r)/,v. 改变；更改,We alter the plan slightly.
1485,courtroom,/ˈkɔːtruːm/,n. 法庭；审判室,The trial was held in the courtroom.
1486,international call,/ˌɪntəˈnæʃnəl kɔːl/,n. 国际长途,I made an international call to my friend.
1487,antique,/ænˈtiːk/,n. 古董 adj. 古老的,He collects old antique furniture.
1488,dissent,/dɪˈsent/,v./n. 不同意；持异议,Some members dissent from the decision.
1489,applicant,/ˈæplɪkənt/,n. 申请人,There are many applicants for the job.
1490,possession,/pəˈzeʃn/,n. 拥有；财产,He lost all his possession in the fire.
1491,avenue,/ˈævənjuː/,n. 大街；途径,Fifth Avenue is very famous.
1492,boycott,/ˈbɔɪkɒt/,v./n. 抵制,People boycott the product.
1493,functional,/ˈfʌŋkʃənl/,adj. 实用的；功能的,The design is simple and functional.
1494,prohibit,/prəˈhɪbɪt/,v. 禁止；阻止,Smoking is prohibited in public.
1495,speculation,/ˌspekjuˈleɪʃn/,n. 推测；投机,There is much speculation about his future.
1496,derive,/dɪˈraɪv/,v. 源自；获得,We derive pleasure from reading.
1497,historic,/hɪˈstɒrɪk/,adj. 有历史意义的,This is a historic moment.
1498,attach,/əˈtætʃ/,v. 附上；系上；重视,Attach a photo to your application.
1499,internal,/ɪnˈtɜːnl/,adj. 内部的；国内的,The company has internal problems.
1500,consecutive,/kənˈsekjətɪv/,adj. 连续的；连贯的,He won for three consecutive years.
1501,admit,/ədˈmɪt/,v. 承认；准许进入,He admitted his mistake.
1502,workout,/ˈwɜːkaʊt/,n. 锻炼；训练,I do a daily workout in the gym.
1503,conversion,/kənˈvɜːʃn/,n. 转换；转变,The conversion of units is easy.
1504,available,/əˈveɪləbl/,adj. 可获得的；有空的,Tickets are available online.
1505,carry out,/ˈkæri aʊt/,执行；实施,We carry out the plan carefully.
1506,temptation,/tempˈteɪʃn/,n. 诱惑,He resisted the temptation to lie.
1507,repair,/rɪˈpeə(r)/,v./n. 修理；修补,I will repair the broken bike.
1508,craftsmanship,/ˈkrɑːftsmənʃɪp/,n. 技艺；手艺,The furniture shows fine craftsmanship.
1509,jealous,/ˈdʒeləs/,adj. 嫉妒的；吃醋的,He is jealous of his brother’s success.
1510,accompany,/əˈkʌmpəni/,v. 陪伴；陪同,I will accompany you to the hospital.
1511,timetable,/ˈtaɪmteɪbl/,n. 时间表；时刻表,Please check the train timetable.
1512,plunge,/plʌndʒ/,v./n. 暴跌；骤降；投入,Prices plunge sharply.
1513,active,/ˈæktɪv/,adj. 积极的；活跃的,He is an active member of the club.
1514,impulsive,/ɪmˈpʌlsɪv/,adj. 冲动的,He is an impulsive buyer.
1515,furniture,/ˈfɜːnɪtʃə(r)/,n. 家具,We bought new furniture.
1516,minimal,/ˈmɪnɪməl/,adj. 最小的；极少的,The cost is minimal.
1517,be satisfied with,/bi ˈsætɪsfaɪd wɪð/,对……满意,I am satisfied with the result.
1518,inventory,/ˈɪnvəntri/,n. 库存；存货,We checked the store inventory.
1519,outsell,/ˌaʊtˈsel/,v. 销量超过；畅销,This product outsells all others.
1520,shopping mall,/ˈʃɒpɪŋ mɔːl/,n. 购物中心,We went to a new shopping mall.
1521,castle,/ˈkɑːsl/,n. 城堡,The old castle stands on the hill.
1522,bend over,/bend ˈəʊvə(r)/,俯身；弯腰,He bent over to pick up the pen.
1523,aim,/eɪm/,n. 目标 v. 瞄准；旨在,My aim is to pass the exam.
1524,in need of,/ɪn niːd ɒv/,需要,The house is in need of repair.
1525,turn out,/tɜːn aʊt/,结果是；证明是,It turned out to be true.
1526,challenge,/ˈtʃælɪndʒ/,n./v. 挑战,I accept this challenge.
1527,indispensable,/ˌɪndɪˈspensəbl/,adj. 不可或缺的,Water is indispensable to life.
1528,waste disposal,/weɪst dɪˈspəʊzl/,n. 垃圾处理,The city improves waste disposal system.
1529,habitual,/həˈbɪtʃuəl/,adj. 习惯性的,He has a habitual late sleep.
1530,fatal,/ˈfeɪtl/,adj. 致命的；毁灭性的,It is a fatal mistake.
1531,bonus,/ˈbəʊnəs/,n. 奖金；红利,He got a year-end bonus.
1532,device,/dɪˈvaɪs/,n. 设备；装置,This is a smart device.
1533,fabulous,/ˈfæbjələs/,adj. 极好的；绝妙的,We had a fabulous vacation.
1534,imperative,/ɪmˈperətɪv/,adj. 必要的；紧急的,It is imperative to act now.
1535,articulate,/ɑːˈtɪkjuleɪt/,v. 清晰表达 adj. 口齿伶俐的,He can articulate his ideas well.
1536,extension,/ɪkˈstenʃn/,n. 延长；延期；扩建,We asked for a visa extension.
1537,overdue,/ˌəʊvəˈdjuː/,adj. 逾期的；迟到的,The bill is overdue.
1538,salvage,/ˈsælvɪdʒ/,v./n. 抢救；打捞,They salvage goods from the fire.
1539,triple,/ˈtrɪpl/,v. 增至三倍 adj. 三倍的,Sales tripled this year.
1540,intake,/ˈɪnteɪk/,n. 摄入量；吸入,Control your salt intake.
1541,approximate,/əˈprɒksɪmət/,adj. 大约的 v. 近似,The cost is approximate.
1542,nuisance,/ˈnjuːsns/,n. 讨厌的人或事；麻烦,The noise is a real nuisance.
1543,referee,/ˌrefəˈriː/,n. 裁判；推荐人,The referee blew the whistle.
1544,inquire,/ɪnˈkwaɪə(r)/,v. 询问；打听,I inquire about the price.
1545,lengthy,/ˈleŋθi/,adj. 漫长的；冗长的,He gave a lengthy speech.
1546,reference,/ˈrefrəns/,n. 参考；推荐信,Keep this book for reference.
1547,exclude,/ɪkˈskluːd/,v. 排除；不包括,We exclude children under 6.
1548,website,/ˈwebsaɪt/,n. 网站,Visit our official website.
1549,be in line,/bi ɪn laɪn/,排队；符合,Please be in line for tickets.
1550,apprehend,/ˌæprɪˈhend/,v. 逮捕；理解,Police apprehend the suspect.
1551,vessel,/ˈvesl/,n. 船；容器；血管,The vessel sailed across the ocean.
1552,innovate,/ˈɪnəveɪt/,v. 创新；改革,We constantly innovate our products.
1553,situation,/ˌsɪtʃuˈeɪʃn/,n. 情况；形势,The situation is under control.
1554,breath,/breθ/,n. 呼吸；气息,Take a deep breath.
1555,client,/ˈklaɪənt/,n. 客户；委托人,We value every client.
1556,deputy,/ˈdepjuti/,n. 副手；代理 adj. 副的,He is the deputy manager.
1557,abstract,/ˈæbstrækt/,adj. 抽象的 n. 摘要,The concept is abstract.
1558,premium,/ˈpriːmiəm/,n. 保险费；溢价 adj. 高端的,He pays a monthly insurance premium.
1559,decentralized,/ˌdiːˈsentrəlaɪzd/,adj. 分散的；分权的,The company has a decentralized management.
1560,agenda,/əˈdʒendə/,n. 议程；日程,This is the meeting agenda.
1561,compile,/kəmˈpaɪl/,v. 汇编；编译,We compile a report.
1562,audience,/ˈɔːdiəns/,n. 观众；听众,The audience applauded loudly.
1563,dilate,/daɪˈleɪt/,v. 扩大；膨胀,Pupils dilate in dark.
1564,precaution,/prɪˈkɔːʃn/,n. 预防措施,Take precaution against fire.
1565,minister,/ˈmɪnɪstə(r)/,n. 部长；大臣,The minister announced the policy.
1566,opening,/ˈəʊpnɪŋ/,n. 开口；开幕 adj. 开始的,The opening ceremony is tomorrow.
1567,strip,/strɪp/,v. 剥去；剥夺 n. 条带,Strip the label off the bottle.
1568,exempt,/ɪɡˈzempt/,v. 免除 adj. 被豁免的,He is exempt from tax.
1569,factor,/ˈfæktə(r)/,n. 因素；要素,Cost is a key factor.
1570,entertainment,/ˌentəˈteɪnmənt/,n. 娱乐；消遣,Cinema is a popular entertainment.
1571,soar,/sɔː(r)/,v. 急升；高飞,Temperatures soar in summer.
1572,virtual,/ˈvɜːtʃuəl/,adj. 虚拟的；实质上的,We have a virtual meeting.
1573,motivate,/ˈməʊtɪveɪt/,v. 激励；激发,The reward motivates employees.
1574,navigate,/ˈnævɪɡeɪt/,v. 导航；驾驶,He can navigate the ship safely.
1575,advance,/ədˈvɑːns/,n./v. 进步；提前,We paid in advance.
1576,concession,/kənˈseʃn/,n. 让步；特许权,They made a concession to us.
1577,network,/ˈnetwɜːk/,n. 网络；人脉,We built a business network.
1578,assignment,/əˈsaɪnmənt/,n. 任务；作业,I finished my homework assignment.
1579,starve,/stɑːv/,v. 挨饿；饿死,Many animals starve in winter.
1580,technician,/tekˈnɪʃn/,n. 技术员；技师,A technician repaired the machine.
1581,search engine,/sɜːtʃ ˈendʒɪn/,n. 搜索引擎,Use a search engine to find information.
1582,overdraft,/ˈəʊvədrɑːft/,n./v. 透支,He has a bank overdraft.
1583,taxpayer,/ˈtækspeɪə(r)/,n. 纳税人,Every citizen is a taxpayer.
1584,content,/ˈkɒntent/,n. 内容；含量 adj. 满意的,The content of the book is rich.
1585,deduct,/dɪˈdʌkt/,v. 扣除；减去,They deduct tax from salary.
1586,extensive,/ɪkˈstensɪv/,adj. 广泛的；大量的,He has extensive experience.
1587,conduct,/kənˈdʌkt/,v. 组织；实施；传导,We conduct a survey.
1588,recent,/ˈriːsnt/,adj. 最近的,"In recent years, great changes happened."
1589,persuasive,/pəˈsweɪsɪv/,adj. 有说服力的,His speech is very persuasive.
1590,rival,/ˈraɪvl/,n. 对手 adj. 竞争的,He beat his rival in the game.
